799456;1
799456;2
803676;3
803676;5
500563;8
803592;16
798505;23
803592;34
803592;35
803592;36
793704;45
805404;47
805404;48
805404;49
765796;55
792014;76
784091;78
789034;85
784596;87
807591;89
803676;92
803676;95
803676;98
803676;101
803676;104
802552;107
802552;108
802552;109
802552;110
802552;111
802552;112
491357;113
806461;114
806461;115
686364;117
686364;118
686364;119
686364;120
686364;121
686364;122
686364;123
686364;124
686364;125
686364;126
686364;127
686364;128
686364;129
686364;130
686364;131
686364;132
686364;133
686364;134
686364;135
686364;136
686364;137
686364;138
686364;139
686364;140
686364;141
686364;142
686364;143
686364;144
686364;145
686364;146
808166;152
806461;164
806461;165
806461;166
806461;167
806461;168
806461;169
806461;170
806461;171
806461;172
806461;173
806461;174
806461;175
806461;176
806461;177
806461;178
806461;179
806461;180
806461;181
806461;182
806461;183
783559;282
807107;208
807107;209
783559;283
783559;284
749801;285
809988;286
809988;287
809988;288
804261;289
804261;290
748952;291
802552;464
802552;465
802552;466
802552;467
802552;468
802552;469
802552;470
802552;471
802552;472
737150;243
807686;319
808033;262
792014;263
782131;264
751647;265
809836;266
796093;271
809836;273
809836;274
809836;275
802552;337
802552;338
802552;339
802552;340
802552;341
802552;342
802552;343
802552;344
802552;345
807655;350
757800;1043
807556;375
686364;376
686364;377
686364;378
686364;379
686364;380
686364;381
686364;382
686364;383
686364;384
686364;385
686364;386
686364;387
686364;388
686364;389
686364;390
686364;391
686364;392
686364;393
686364;394
686364;395
686364;396
686364;397
686364;398
686364;399
686364;400
686364;401
686364;402
686364;403
686364;404
686364;405
799456;406
799456;407
807686;427
784596;556
806461;437
646615;444
807591;449
366603;591
366603;592
366603;593
767987;594
706947;596
780734;599
784596;1083
686364;1088
686364;1089
686364;1090
686364;1091
686364;1092
686364;1093
686364;1094
686364;1095
686364;1096
686364;1097
686364;1098
686364;1099
686364;1100
686364;1101
686364;1102
686364;1103
686364;1104
686364;1105
686364;1106
695854;630
695854;631
695854;632
695854;633
695854;634
695854;635
732682;636
695854;637
695854;638
695854;639
695854;640
695854;641
695854;642
695854;643
695854;644
695854;645
695854;646
695854;647
686364;1107
695854;659
695854;660
695854;661
695854;662
695854;663
695854;664
686364;1108
739877;666
686364;1109
678876;676
784091;677
737203;679
782518;680
782518;681
737203;682
737203;683
686364;1110
695854;685
686364;1111
686364;1112
686364;1113
686364;1114
686364;1115
770615;691
686364;1116
686364;1117
802654;1119
807107;1126
790225;1128
665426;746
665426;747
665426;748
665426;749
665426;750
665426;751
665426;752
665426;753
665426;754
767969;755
767969;756
769908;757
659703;758
741723;759
757778;760
757778;761
733572;776
777988;777
703194;778
703194;779
727170;781
745917;782
757773;784
759893;785
759893;786
759893;787
759893;788
468279;800
468279;801
587133;808
587133;809
724730;811
672646;813
672646;814
672646;815
644917;822
657946;823
702110;824
702110;825
803592;826
803592;827
803592;828
767735;830
767735;831
769999;837
638433;839
638433;840
638433;841
755998;842
755998;843
613679;845
613679;846
801434;847
801434;848
801434;849
740723;850
670946;851
754660;852
724205;853
724205;854
588948;855
694052;858
694052;859
694052;860
694052;861
676876;862
676876;863
807686;867
807686;894
802654;897
692200;923
692200;924
692200;925
692200;926
692200;927
692200;928
692200;929
692200;930
692200;931
347119;932
347119;933
757430;934
757430;935
535114;936
762907;937
695854;939
695854;940
695854;941
695854;942
695854;943
695854;944
695854;945
695854;946
695854;947
695854;948
695854;949
807101;951
807686;952
695854;981
695854;982
695854;983
695854;984
695854;985
695854;986
695854;987
695854;988
695854;989
695854;990
695854;991
695854;992
695854;993
695854;994
695854;995
695854;996
695854;997
695854;998
695854;999
695854;1000
695854;1001
695854;1002
724730;1003
